repo,sha,parent,child,lic_parent,lic_child
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,sphinx,unknown,unknown
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,actions/setup-python,unknown,unknown
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,cygwin/cygwin-install-action,unknown,unknown
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,typing-extensions,unknown,unknown
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,types-pillow,unknown,unknown
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,reviewdog/action-eslint,unknown,unknown
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,actions/attest-build-provenance,unknown,unknown
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,actions/checkout,unknown,unknown
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,pytest-timeout,unknown,unknown
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,psutil,unknown,unknown
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,ipywidgets,unknown,unknown
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,scientific-python/upload-nightly-action,unknown,unknown
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,setuptools,unknown,unknown
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,numpydoc,unknown,unknown
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,xarray,unknown,unknown
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,pandas,unknown,unknown
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,reviewdog/action-setup,unknown,unknown
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,scientific-python/circleci-artifacts-redirector-action,unknown,unknown
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,tornado,unknown,unknown
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,meson,unknown,Apache-2.0
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,matplotlib-inline,unknown,unknown
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,actions/stale,unknown,unknown
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,sphinx-gallery,unknown,unknown
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,pikepdf,unknown,unknown
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,nbconvert,unknown,unknown
matplotlib/matplotlib,,com.github.matplotlib/matplotlib,pytest-xvfb,unknown,unknown
